pid	text	labels
2728.jpg	पाकिस्तानी बच्चे की पॉपुलेरिटी देख छोटे नवाब की सुलगी झटें…... नम आँखों से बोले मीमर्स की माँ का भोचला..	à¤ªà¤¾à¤•à¤¿à¤¸à¥à¤¤à¤¾à¤¨à¥€ à¤¬à¤šà¥à¤šà¥‡ à¤•à¥€ à¤ªà¥‰à¤ªà¥à¤²à¥‡à¤°à¤¿à¤Ÿà¥€ à¤¦à¥‡à¤– à¤›à¥‹à¤Ÿà¥‡ à¤¨à¤µà¤¾à¤¬ à¤•à¥€ à¤¸à¥à¤²à¤—à¥€ à¤à¤Ÿà¥‡à¤‚â€¦... à¤¨à¤® à¤†à¤à¤–à¥‹à¤‚ à¤¸à¥‡ à¤¬à¥‹à¤²à¥‡ à¤®à¥€à¤®à¤°à¥à¤¸ à¤•à¥€ à¤®à¤¾à¤ à¤•à¤¾ à¤­à¥‹à¤šà¤²à¤¾..
2730.jpg	me-itne dino me sirf tera attitude bda hai..she--aur ye v...	me-{itne {dino me sirf {tera {attitude {bda {hai..she--{aur {ye {v...
2732.jpg	Thank you Madam Ji Aakash Dey Avi tere naam se hi gand dhoyegi chinta mt kr	Thank you Madam Ji Aakash Dey Avi {tere {naam {se hi {gand {dhoyegi {chinta {mt {kr
2734.jpg	Now you know why there is shortage of marks in market	Now you know {why there is {shortage {of {marks in {market
2736.jpg	चार चवन्नी घोड़े पे गठबंधन मेरे - - पे	à¤šà¤¾à¤° à¤šà¤µà¤¨à¥à¤¨à¥€ à¤˜à¥‹à¥œà¥‡ à¤ªà¥‡ à¤—à¤ à¤¬à¤‚à¤§à¤¨ à¤®à¥‡à¤°à¥‡ - - à¤ªà¥‡
2738.jpg	Dogs are so stupid lol Pat pat Later JOHN ki Maakichoot.BEHENKALODA mujhe stupid kehta hai khud toh kabhi ek ladki nahi pta skaa..	{Dogs are so {stupid {lol Pat pat Later JOHN ki {Maakichoot.{BEHENKALODA mujhe {stupid {kehta hai {khud toh kabhi {ek {ladki {nahi {pta {skaa..
2740.jpg	kya bola? shining in the selling sun like lawda is the lassum cum on feel me	kya bola? shining in the {selling {sun like {lawda is {the {lassum {cum {on {feel {me
2742.jpg	aise hi rakh bas dekh tere ungliyon ke beech se vimal ki pichkari nikalta hu!	aise hi rakh bas dekh {tere {ungliyon ke {beech se {vimal {ki {pichkari {nikalta {hu!
2744.jpg	kabir* preety* le cameraman*	kabir* preety* {le {cameraman*
2746.jpg	congratulations! boy or girl?	congratulations! {boy {or {girl?
2748.jpg	pakistani actor fahad mustafa is deepika padukone with beard and you can't unsee this now	{pakistani {actor {fahad {mustafa is {deepika {padukone {with {beard and {you {can't {unsee {this now
2750.jpg	girls after seeing desi adult trolls memes	{girls {after seeing {desi {adult {trolls {memes
2752.jpg	clinic and waiting room of a dentist is called perfection i wonder what if a gynecocologist copies this idea	{clinic and waiting room {of a {dentist is called {perfection {i {wonder what if a {gynecocologist {copies {this {idea
2754.jpg	Baby khujli hori h*khujla do jraa*Hnn bss yhii pe*Hnn thoda rifht bss yhii*	{Baby khujli hori h*{khujla {do jraa*Hnn {bss {yhii {pe*Hnn {thoda {rifht {bss yhii*
2755.jpg	whatsapp knowledge ur relatives give woah.this is worhthless!	{whatsapp {knowledge ur {relatives {give woah.this is {worhthless!
2756.jpg	literally nobody: lord shardul thakur to english batsmen:	literally nobody: lord {shardul {thakur {to {english {batsmen:
2758.jpg	If you got a chance to date any one of them who will you prefer Single girl Married women	If you got a {chance {to {date any one of them {who will {you {prefer {Single girl {Married {women
2760.jpg	Resisting a seductive negihborhood Bhabhi Like her in next to impossible	{Resisting a {seductive {negihborhood {Bhabhi Like her in {next {to {impossible
2762.jpg	In a Relatiionship With Aliza Malik Today with Aliza malik Aliza Malik Post dlt kr randi k bachy	{In a {Relatiionship With {Aliza {Malik Today with {Aliza {malik Aliza Malik {Post {dlt {kr {randi {k {bachy
2764.jpg	Girls on 5th April @9pm..Sirf candles dekho haramkhoro..	Girls on 5th April @9pm..{Sirf {candles {dekho {haramkhoro..
2766.jpg	When your neighbour aunty was alone at home and you were under her making her moan loudly	When your {neighbour {aunty was {alone at home and {you {were under her {making {her {moan {loudly
2768.jpg	Girls:Say HI and i will Post something about you.*Memers:Ae Madam Ye kya Chodd Failayela hai idhar	{Girls:{Say {HI and i will {Post something {about {you.*{Memers:Ae {Madam Ye {kya {Chodd {Failayela hai {idhar
2770.jpg	When you are pro in licking	{When {you are {pro {in {licking
2772.jpg	10 Rupay ki pepsi modi sir sexi Gomesh Netam now strict lock down in durg district needed sirji Rahul Singh Are modi ji mujhe new phone lena h pubg khelne ke liye ek din ke liye mobile ki dukan khulwa do	{10 {Rupay {ki {pepsi {modi {sir {sexi Gomesh Netam now strict lock down in durg district needed sirji Rahul Singh Are modi ji mujhe new phone lena h pubg khelne ke liye ek din ke liye mobile ki dukan khulwa do
2774.jpg	Hey devi ye koun sa vastra hai?	Hey {devi {ye {koun {sa {vastra {hai?
2776.jpg	Okay show this to ur mom meri maa dr.nahi hai jo lakwa theek krde	Okay show this to ur mom meri {maa {dr.{nahi hai {jo {lakwa {theek {krde
2778.jpg	Girls when they don't get to kiss the teachers kid Boys after calling him Randi ka baccha	{Girls {when they {don't {get {to {kiss the {teachers {kid {Boys {after {calling him {Randi {ka {baccha
2782.jpg	GOOD MORNING JI LET'S DO ONE MORNING SESSION next day after suh*graat that smile on her face shows that how good she got fu*ked last night	{GOOD {MORNING JI {LET'S {DO ONE {MORNING {SESSION next day {after {suh*graat {that {smile on her face {shows that {how {good {she {got {fu*ked {last {night
2784.jpg	Didi itni gaarib he ki Fata hua undergarments phnti he	{Didi {itni {gaarib he ki {Fata {hua {undergarments {phnti {he
2786.jpg	Ae Kohli चौका मरना …... Abey lovkdown ka fyada uthao Mummy Papa bano ….... Magar nahi tumeh toh meme material Banna hai.	{Ae {Kohli à¤šà¥Œà¤•à¤¾ à¤®à¤°à¤¨à¤¾ â€¦... {Abey {lovkdown ka {fyada {uthao {Mummy {Papa {bano â€¦.... {Magar nahi {tumeh toh {meme {material {Banna {hai.
2788.jpg	You are in Quarantine but your gf knows How to keep you happy	{You are in {Quarantine {but your {gf {knows How {to {keep {you {happy
2790.jpg	Duniya mai kitne Madarch*d hai	{Duniya {mai {kitne {Madarch*d {hai
2792.jpg	midnight video call with girl bestie	{midnight {video {call {with {girl {bestie
2794.jpg	Mole at perfect place Naughtiest trolls	{Mole {at {perfect {place Naughtiest trolls
2796.jpg	Arey mohubbat hai isliye jaane diya Maid hoti toh baho main hoti	Arey {mohubbat {hai {isliye {jaane {diya {Maid {hoti toh {baho {main {hoti
2798.jpg	Are Behanch*d ye dairy milk kahan kahan apni factory khola hai bey..!	Are {Behanch*d ye {dairy {milk {kahan {kahan {apni {factory {khola {hai bey..!
2800.jpg	Quarantine is fun you just need one girlfriend like her who video calls you daily	{Quarantine is {fun you just need {one {girlfriend like her {who {video {calls {you daily
2802.jpg	Horney wife's are best in seduction	{Horney {wife's are {best {in {seduction
2804.jpg	When someone says tiktokers are so talented.Laude ka talent hai	When someone says {tiktokers are so {talented.{Laude {ka {talent {hai
2805.jpg	KKR TO OTHER TEAMS Tumhe 2 points dunga Tumhe bhi Tujhe bhi Tum bhi le jao 2 points	{KKR {TO {OTHER {TEAMS {Tumhe {2 {points {dunga Tumhe bhi {Tujhe {bhi {Tum {bhi {le {jao 2 points
2806.jpg	Tiktok owner Bas na,bas karo na	{Tiktok {owner Bas na,{bas {karo {na
2810.jpg	Pyar ka farz kuch is tarah nibhai wo Khud to ch*di hi,Saheli ko bhi ch*dwayi wo	{Pyar {ka {farz kuch is tarah nibhai wo {Khud to {ch*di hi,{Saheli {ko {bhi {ch*dwayi {wo
2812.jpg	Humne unse puchna,Apke dil me jane ka rasta kidhar hai Wo tange faile ke boli aa ghus ja Bsdk	Humne unse {puchna,Apke dil {me jane {ka {rasta kidhar hai Wo {tange {faile {ke boli {aa {ghus {ja {Bsdk
2814.jpg	Shanu Chauhan Bc….. Harish Mehra पैसा बर्बाद और कुछ नहीं …..Azeem Chawla Rafi Mohammed Nabel Ahmad…... Sudhir Kumar Well saving…...... Aman Verma सर OYO खुलवा दो ..बंदी कलेश कर रही है	{Shanu Chauhan Bcâ€¦.. Harish Mehra à¤ªà¥ˆà¤¸à¤¾ à¤¬à¤°à¥à¤¬à¤¾à¤¦ à¤”à¤° à¤•à¥à¤› à¤¨à¤¹à¥€à¤‚ â€¦..Azeem Chawla Rafi Mohammed Nabel Ahmadâ€¦... Sudhir Kumar Well savingâ€¦...... Aman Verma à¤¸à¤° OYO à¤–à¥à¤²à¤µà¤¾ à¤¦à¥‹ ..à¤¬à¤‚à¤¦à¥€ à¤•à¤²à¥‡à¤¶ à¤•à¤° à¤°à¤¹à¥€ à¤¹à¥ˆ
2816.jpg	*She* Baby suck my B**bs *He*nahi baby,main sirf amul ka doodh pita hu	*She* Baby {suck {my {B**bs *He*nahi baby,{main {sirf {amul ka {doodh {pita {hu
2818.jpg	Baby mera recharge krwa do Modi ji ne kaha h Aatmnirbhar bno Abse hath se hi kaam chalana Ban le Aatmnirbhar Bsdk	Baby mera {recharge {krwa {do Modi ji ne kaha h {Aatmnirbhar {bno Abse {hath {se hi {kaam {chalana {Ban le {Aatmnirbhar {Bsdk
2822.jpg	Today Pakistan&China Inaugurated R.A.N.D.I Building in Karachi Now you can officially call them R.A.N.D.I	Today {Pakistan&China {Inaugurated {R.A.N.D.I Building in {Karachi Now you can {officially {call {them {R.A.N.D.I
2824.jpg	Asli Mard,Asli Dard	Asli {Mard,{Asli {Dard
2827.jpg	Thukra ke mera pyaar, mera intekam nahi dekh payegi kyuki meri IAS banne ki aukat nahi hai	{Thukra {ke mera {pyaar, mera {intekam {nahi {dekh {payegi kyuki meri {IAS {banne ki {aukat {nahi {hai
2828.jpg	Saif:i am going to become a father for the 4th time Sachin:Helmet daalo yaar	Saif:i am going to {become a {father for the {4th {time {Sachin:{Helmet {daalo yaar
2830.jpg	Bc ye to ganja karde toh bhi chalega	{Bc {ye to {ganja {karde {toh {bhi {chalega
2831.jpg	SOUUMMYYAA @SrcasmTripuraSe Teacher - Give me one pen: Frontbencher - Sir blue or red ? Backbencher - MAI JEB ME LEKE THORI GHUMTA HU	SOUUMMYYAA @SrcasmTripuraSe {Teacher - {Give {me one {pen: {Frontbencher - Sir {blue or {red ? {Backbencher - MAI {JEB {ME {LEKE THORI {GHUMTA {HU 
2832.jpg	Marlboro?'Auto corrected to 'Maal Bro?'Deepika Padukone tells Narcotics bureau i the Fauxy NCB Chutiyaa likha hai kya idhar	{Marlboro?'{Auto {corrected to {'Maal {Bro?'Deepika Padukone tells Narcotics bureau i the Fauxy {NCB {Chutiyaa {likha {hai {kya {idhar
2834.jpg	Melania,Donald Trump headed for Divorce?Ex-White house aide claims first lady is 'Counting Minutes' Melania trump might be negotiating a prenup agreement to ensure her and Donald Trump's son Barron gets an equal share in the Trump fortune.Dhanda karo toh bada karo trump bhai ,warna mat karo	Melania,Donald Trump headed for Divorce?Ex-White house aide claims first lady is 'Counting Minutes' Melania trump might be negotiating a prenup agreement to ensure her and Donald Trump's son Barron gets an equal share in the Trump fortune.{Dhanda karo toh {bada {karo {trump {bhai ,{warna {mat {karo
2836.jpg	That's why u should donate eyes	{That's {why {u {should {donate {eyes
2838.jpg	When my neighbour invites me at her home for chai and had sex with me but didn't offer me chai Me:-That bitch lied to me	When my {neighbour {invites me at her {home {for {chai and {had {sex with me {but {didn't {offer me {chai {Me:-{That {bitch {lied {to {me
2840.jpg	*Two different moods of liberals* whole year Muje cigarette do muje hukkah do During diwali muje saans do muje shudh hawa do	*{Two different {moods of {liberals* {whole {year Muje {cigarette do muje {hukkah do {During {diwali muje {saans do muje {shudh {hawa do
2842.jpg	Everyone"Say no to crackers"*Le Modi jii:Hold my panchamrit	{Everyone"Say {no {to {crackers"*Le {Modi {jii:{Hold {my {panchamrit
2844.jpg	Baaghi1:girlfriend kidnapped baaghi2:daughter kidnapped baaghi3:brother kidnapped baaghi4:baaghi himself kidnapped Baaghi5:director kidnapped baaghi6:kidnapper got kidnapped	Baaghi1:girlfriend kidnapped baaghi2:daughter kidnapped baaghi3:brother kidnapped baaghi4:baaghi himself kidnapped {Baaghi5:{director {kidnapped {baaghi6:{kidnapper {got {kidnapped
2846.jpg	Virat and Anushka The kid nnei nnai nnai seedha seedha seedha	Virat and Anushka The {kid {nnei {nnai nnai {seedha {seedha seedha
2848.jpg	Jatin gupta Humhare sharir me kamjori karva kar khud gym jaa rahi hok bewafa	Jatin gupta {Humhare {sharir me {kamjori karva kar {khud {gym jaa rahi hok {bewafa
2850.jpg	The person The hobby	{The {person {The {hobby
2852.jpg	Mast hai!Apun ko bhi karne ka hai	{Mast hai!{Apun {ko {bhi {karne {ka {hai
2854.jpg	Kitna Paarivarik Mahaul Hai...	{Kitna {Paarivarik {Mahaul {Hai...
2856.jpg	Bobby Deol was a pro at Covid testing long before the virus even came into existence.	{Bobby {Deol was a {pro at {Covid {testing long {before the {virus even {came {into {existence.
2858.jpg	Kanika Kapoor tests COVID-19 positive for 5th time Meanwhile Corona Virus* mujhe ishq ho gaya hai is Har*mzadi se	{Kanika {Kapoor tests COVID-19 {positive {for {5th {time Meanwhile {Corona {Virus* {mujhe {ishq ho gaya {hai is {Har*mzadi {se
2860.jpg	FCUK IT!DORA FATEHI	{FCUK {IT!{DORA {FATEHI
2862.jpg	Barry and Bruce about to go full Norah Fatehi!	{Barry and {Bruce {about {to {go full {Norah {Fatehi!
2864.jpg	Idhar rakhta mai worlds best bowling attack ko	{Idhar {rakhta mai {worlds {best {bowling {attack ko
2865.jpg	LUDO KING TO PUBG DURING THIS LOCKDOWN pichhli baar kya bola tha ? Aukaat ?	{LUDO {KING TO {PUBG {DURING THIS {LOCKDOWN {pichhli {baar {kya {bola tha ? {Aukaat ?
2866.jpg	Katrina confirming if tiger zinda hai	{Katrina {confirming {if {tiger {zinda {hai
2870.jpg	India ke acche gaane??Nahi bhai,B.T.S ka lund chusna ho to bata	India ke acche gaane??Nahi bhai,{B.T.S {ka {lund {chusna {ho {to {bata
2872.jpg	If you ain't rockin with your tongue out,you ain't having fun Kis chiz ka attatuide ha Ye to gnd mrwane wla pose h degi ky	If you ain't rockin with your tongue out,you ain't having fun Kis chiz ka attatuide ha {Ye to {gnd {mrwane wla {pose h {degi {ky
2874.jpg	बिग ब्रैकिंग ऐश्वर्या राइ के पीछे में इंजेक्शन लगाने को लेकर डॉक्टरों में हुई हाथापाई २ गंभीर से घायल	à¤¬à¤¿à¤— à¤¬à¥à¤°à¥ˆà¤•à¤¿à¤‚à¤— à¤à¤¶à¥à¤µà¤°à¥à¤¯à¤¾ à¤°à¤¾à¤‡ à¤•à¥‡ à¤ªà¥€à¤›à¥‡ à¤®à¥‡à¤‚ à¤‡à¤‚à¤œà¥‡à¤•à¥à¤¶à¤¨ à¤²à¤—à¤¾à¤¨à¥‡ à¤•à¥‹ à¤²à¥‡à¤•à¤° à¤¡à¥‰à¤•à¥à¤Ÿà¤°à¥‹à¤‚ à¤®à¥‡à¤‚ à¤¹à¥à¤ˆ à¤¹à¤¾à¤¥à¤¾à¤ªà¤¾à¤ˆ à¥¨ à¤—à¤‚à¤­à¥€à¤° à¤¸à¥‡ à¤˜à¤¾à¤¯à¤²
2876.jpg	Feminist didi ne mujhse pucha Do men bleed? Maine kaha bhak randi mujhe bawaseer hai	{Feminist didi ne mujhse pucha {Do {men {bleed? Maine kaha {bhak {randi {mujhe {bawaseer {hai
2878.jpg	MAA CHUDANA still a dream of many orphan kids in India	{MAA {CHUDANA still a {dream of many {orphan {kids in {India
2880.jpg	Importance of doing squart daily	{Importance {of {doing {squart {daily
2882.jpg	Toilet-Ek prem katha un laundon ko samarpit jo apna PREM Toilet me hi baha dete h BC	{Toilet-{Ek {prem [katha un laundon ko {samarpit jo {apna {PREM {Toilet me hi {baha {dete h {BC
2886.jpg	This bondage is the bondage of love,its the intercourse of many births.Kabhi english subtitles k saath hindi movies mat dekhna BC	This bondage is the bondage of love,its the {intercourse {of {many {births.Kabhi {english {subtitles k saath {hindi {movies {mat {dekhna {BC
2888.jpg	FB/RealBCBilli Thoda dhyan se BC koi mann chala gaand na maar jaaye	FB/RealBCBilli Thoda dhyan se {BC koi {mann {chala {gaand {na {maar {jaaye
2890.jpg	kya kar rahi ho?TMKC BC mujhe gaali de rahi h..Teri maa ki ch*t Arey 'U'lagana bhul gayi thi..'TARAK MEHTA KA ULTAH CHASHMA'dekh bahi hu	kya kar rahi ho?{TMKC {BC {mujhe {gaali {de {rahi h..{Teri {maa {ki {ch*t Arey {'U'{lagana {bhul {gayi thi..'{TARAK {MEHTA {KA {ULTAH {CHASHMA'{dekh {bahi hu
2892.jpg	BC tha toh ye sher hi lekin muth maar maar ke kamzor ho gaya h BC	BC {tha toh ye {sher hi lekin {muth {maar maar {ke {kamzor {ho {gaya h {BC
2893.jpg	Kids:Apke mobile mai Game hai?? Me: *bhaag madarchod	{Kids:Apke {mobile mai {Game hai?? {Me: {*bhaag {madarchod
2894.jpg	dilon ka shooter hai mera scooter IG:@bcbilli OB BC tere se bada na hai koi chuttad!!	dilon ka shooter hai mera scooter IG:@bcbilli OB BC {tere {se {bada {na {hai {koi {chuttad!!
2895.jpg	India: why you sold undergarments to Pakistan instead of milk China:chutiys hai Pakistan Le India: chutiya hai ye important nhi hai hmaara ladka h ye important hai	{India: {why you {sold {undergarments to Pakistan {instead {of {milk {China:{chutiys {hai {Pakistan Le {India: chutiya hai {ye {important {nhi hai {hmaara {ladka {h {ye {important {hai
2896.jpg	Isko to brazzers pe dekha hai mene	{Isko to {brazzers {pe {dekha {hai {mene
2898.jpg	mai tumhari GF toh nahi ban sakti..But I can be your half GF OK BUT..majey PUREY lunga "AUR BAN NA half GIRLFRIEND"	mai tumhari GF toh nahi ban sakti..But {I {can {be your {half {GF OK BUT..{majey {PUREY {lunga "{AUR {BAN NA {half {GIRLFRIEND"
2900.jpg	When you see it!	{When {you {see {it!
2902.jpg	When she is with her husband When she is with her boyfriend	When she is {with her {husband When she is {with her {boyfriend
2903.jpg	Vijay Jaiswal @puntasticVU Indians pressing cancel button three to four times on the ATM machine even after taking out their cars: bilkul ricks ni lene ka	Vijay Jaiswal @puntasticVU {Indians {pressing {cancel button {three to {four {times on the {ATM {machine even {after {taking {out their {cars: {bilkul {ricks {ni {lene {ka
2904.jpg	dental clinic DR. SHALINI AGARWAL B.D.S.(MUM)	{dental {clinic DR. SHALINI AGARWAL B.D.S.(MUM)
2906.jpg	Plumbers in INDIA plumbers in U.S.	{Plumbers {in {INDIA plumbers {in {U.S.
2908.jpg	Happy Teddy Bear Day!	{Happy {Teddy {Bear {Day!
2910.jpg	Bacho,ye batao?sanya mirza kon h?MAM,she's a tennis player. Very Good,ab batao sunny leone kon h?MAM, T ki jagah P laga do.	Bacho,ye batao?{sanya {mirza kon h?MAM,she's a {tennis {player. Very Good,ab batao {sunny {leone kon h?MAM, {T {ki {jagah {P {laga {do.
2912.jpg	Are bhai kon ho tum?Sir hum 'PELE' hai Are pele to hum tumse jyada Hai tum apna naam batao	Are bhai kon ho tum?Sir hum {'PELE' {hai Are {pele {to {hum {tumse {jyada {Hai {tum apna {naam {batao
2913.jpg	Kishan Jhunjhunwala @Jhunjhunastic Post lockdown, when you finally meet that person who has been uploading pictures of golgappa, pizzas and samosas in his story	Kishan Jhunjhunwala @Jhunjhunastic {Post {lockdown, when you finally {meet {that {person who has been {uploading pictures of {golgappa, {pizzas and {samosas {in {his {story
